,Value,Type,Class,Description
8037,myelinopathies,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8038,hypomyelinationofthePNS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8039,inheritedperipheralneuropathies,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8040,Charcot-Marie-Toothtype1,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8041,Dejerine-Sottassyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8042,congenitalhypomyelinatingneuropathy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8043,Autosomalrecessivefamilialneurohypophysealdiabetesinsipidus,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8044,Familialneurohypophysealdiabetesinsipidus,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8045,autosomaldominantdisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8046,argininevasopressin(AVP)deficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8047,neuronaldamage,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8048,neurohypophysealdiabetesinsipidus,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8049,deficiencyofactiveAVP,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8050,deficiencyofglycosylphosphatidylinositol(GPI)-anchoredproteins,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8051,paroxysmalnocturnalhemoglobinuria,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8052,GPI-anchordeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8053,embryoniclethality,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8054,paroxysmalnocturnalhemoglobinuria,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8055,hereditaryhemochromatosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8056,hemochromatosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8057,hereditaryhemochromatosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8058,X-linkedEmery-Dreifussmusculardystrophy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8059,Emery-Dreifussmusculardystrophy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8060,EMD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8061,X-linkedEMD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8062,anklecontractures,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8063,muscleweakness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8064,X-linkedEmery-Dreifussmusculardystrophy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8065,X-linkedEmery-Dreifussmusculardystrophy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8066,EDMD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8067,benignneuromusculardisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8068,lossofambulation,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8069,musclewasting,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8070,Emery-Dreifussmusculardystrophy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8071,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8072,hereditarybreastcancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8073,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8074,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8075,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8076,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8077,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8078,breastandovariancancers,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8079,prostatecancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8080,hepatoblastoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8081,Hepatoblastoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8082,malignanttumoroftheliver,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8083,tumor,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8084,adenomatouspolyposiscoli,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8085,APCtumor,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8086,hepatoblastoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8087,tumor,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8088,adenomatouspolyposiscoli,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8089,hepatoblastomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8090,tumor,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8091,hepatoblastoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8092,tumor,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8093,hereditaryprogressivedystonia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8094,Hereditaryprogressivedystonia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8095,HPD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8096,dopa-responsivedystonia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8097,DRD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8098,geneticdefect,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8099,HPD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8100,DRD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8101,pendredsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8102,Pendredsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8103,syndromicdeafness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8104,dyshormonogenicgoiter,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8105,sensory-neuraldeafness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8106,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8107,thyroidgoiter,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8108,sensory-neuraldeafness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8109,Pendredsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8110,kniestdysplasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8111,Kniestdysplasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8112,typeIIcollagenopathy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8113,kyphoscoliosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8114,midfacehypoplasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8115,myopia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8116,hearingloss,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
